sample,250000,length,32768                                                                        
Time(ns),Vol(V),Vol(V)
14444000.000000,4.325386,-0.396504
14448000.000000,4.213579,-0.396504
14452000.000000,4.213579,-0.396504
14456000.000000,4.213579,-0.283496
14460000.000000,4.213579,-0.396504
14464000.000000,4.325386,-0.396504
14468000.000000,4.213579,-0.283496
14472000.000000,4.325386,-0.396504
14476000.000000,4.325386,-0.396504
14480000.000000,4.325386,-0.283496
14484000.000000,4.213579,-0.283496
14488000.000000,4.325386,-0.283496
14492000.000000,4.325386,-0.396504
14496000.000000,4.213579,-0.283496
14500000.000000,4.213579,-0.283496
14504000.000000,4.213579,-0.283496
14508000.000000,4.213579,-0.283496
14512000.000000,4.325386,-0.283496
14516000.000000,4.325386,-0.283496
14520000.000000,4.213579,-0.396504
14524000.000000,4.213579,-0.396504
14528000.000000,4.213579,-0.283496
14532000.000000,4.213579,-0.396504
14536000.000000,4.213579,-0.283496
14540000.000000,4.213579,-0.283496
14544000.000000,4.213579,-0.396504
14548000.000000,4.325386,-0.509513
14552000.000000,4.213579,-0.283496
14556000.000000,4.325386,-0.396504
14560000.000000,4.213579,-0.396504
14564000.000000,4.325386,-0.283496
14568000.000000,4.325386,-0.283496
14572000.000000,4.213579,-0.396504
14576000.000000,4.437192,-0.283496
14580000.000000,4.213579,-0.396504
14584000.000000,4.213579,-0.396504
14588000.000000,4.325386,-0.283496
14592000.000000,4.213579,-0.396504
14596000.000000,4.437192,-0.396504
14600000.000000,4.325386,-0.283496
14604000.000000,4.213579,-0.283496
14608000.000000,4.213579,-0.283496
14612000.000000,4.213579,-0.283496
14616000.000000,4.213579,-0.396504
14620000.000000,4.213579,-0.396504
14624000.000000,4.213579,-0.396504
14628000.000000,4.213579,-0.283496
14632000.000000,4.325386,-0.396504
14636000.000000,4.213579,-0.396504
14640000.000000,4.213579,-0.509513
14644000.000000,4.213579,-0.283496
14648000.000000,4.213579,-0.283496
14652000.000000,4.213579,-0.283496
14656000.000000,4.325386,-0.396504
14660000.000000,4.325386,-0.283496
14664000.000000,4.325386,-0.396504
14668000.000000,4.213579,-0.396504
14672000.000000,4.213579,-0.283496
14676000.000000,4.213579,-0.283496
14680000.000000,4.325386,-0.396504
14684000.000000,4.213579,-0.283496
14688000.000000,4.213579,-0.283496
14692000.000000,4.325386,-0.396504
14696000.000000,4.437192,-0.396504
14700000.000000,4.437192,-0.396504
14704000.000000,4.213579,-0.283496
14708000.000000,4.213579,-0.396504
14712000.000000,4.325386,-0.396504
14716000.000000,4.213579,-0.283496
14720000.000000,4.213579,-0.396504
14724000.000000,4.325386,-0.396504
14728000.000000,4.325386,-0.283496
14732000.000000,4.213579,-0.396504
14736000.000000,4.213579,-0.396504
14740000.000000,4.325386,-0.283496
14744000.000000,4.213579,-0.396504
14748000.000000,4.213579,-0.283496
14752000.000000,4.325386,-0.283496
14756000.000000,4.213579,-0.396504
14760000.000000,4.213579,-0.283496
14764000.000000,4.213579,-0.283496
14768000.000000,4.325386,-0.283496
14772000.000000,4.325386,-0.283496
14776000.000000,4.213579,-0.396504
14780000.000000,4.325386,-0.283496
14784000.000000,4.325386,-0.283496
14788000.000000,4.213579,-0.283496
14792000.000000,4.213579,-0.283496
14796000.000000,4.325386,-0.283496
14800000.000000,4.213579,-0.283496
14804000.000000,4.213579,-0.396504
14808000.000000,4.213579,-0.396504
14812000.000000,4.213579,-0.396504
14816000.000000,4.437192,-0.396504
14820000.000000,4.325386,-0.396504
14824000.000000,4.325386,-0.283496
14828000.000000,4.213579,-0.283496
14832000.000000,4.213579,-0.283496
14836000.000000,4.213579,-0.283496
14840000.000000,4.213579,-0.396504
14844000.000000,4.325386,-0.283496
14848000.000000,4.325386,-0.283496
14852000.000000,4.213579,-0.283496
14856000.000000,4.325386,-0.283496
14860000.000000,4.325386,-0.283496
14864000.000000,4.213579,-0.283496
14868000.000000,4.213579,-0.396504
14872000.000000,4.437192,-0.283496
14876000.000000,4.437192,-0.283496
14880000.000000,4.213579,-0.283496
14884000.000000,4.325386,-0.283496
14888000.000000,4.213579,-0.283496
14892000.000000,4.325386,-0.283496
14896000.000000,4.325386,-0.283496
14900000.000000,4.213579,-0.283496
14904000.000000,4.213579,-0.283496
14908000.000000,4.213579,-0.283496
14912000.000000,4.213579,-0.283496
14916000.000000,4.213579,-0.283496
14920000.000000,4.325386,-0.283496
14924000.000000,4.213579,-0.283496
14928000.000000,4.213579,-0.396504
14932000.000000,4.325386,-0.283496
14936000.000000,4.213579,-0.396504
14940000.000000,4.325386,-0.283496
14944000.000000,4.325386,-0.283496
14948000.000000,4.325386,-0.283496
14952000.000000,4.213579,-0.283496
14956000.000000,4.325386,-0.283496
14960000.000000,4.325386,-0.283496
14964000.000000,4.213579,-0.283496
14968000.000000,4.325386,-0.283496
14972000.000000,4.213579,-0.283496
14976000.000000,4.213579,-0.283496
14980000.000000,4.325386,-0.283496
14984000.000000,4.213579,-0.283496
14988000.000000,4.213579,-0.283496
14992000.000000,4.325386,-0.283496
14996000.000000,4.213579,-0.283496
15000000.000000,4.213579,-0.396504
15004000.000000,4.213579,-0.283496
15008000.000000,4.213579,-0.283496
15012000.000000,4.325386,-0.283496
15016000.000000,4.325386,-0.170487
15020000.000000,4.325386,-0.283496
15024000.000000,4.213579,-0.170487
15028000.000000,4.325386,-0.170487
15032000.000000,4.213579,-0.170487
15036000.000000,4.437192,-0.170487
15040000.000000,4.325386,-0.170487
15044000.000000,4.325386,-0.170487
15048000.000000,4.213579,-0.170487
15052000.000000,4.325386,-0.170487
15056000.000000,4.325386,-0.170487
15060000.000000,4.213579,-0.170487
15064000.000000,4.325386,-0.170487
15068000.000000,4.325386,-0.170487
15072000.000000,4.213579,-0.057478
15076000.000000,4.213579,-0.170487
15080000.000000,4.213579,-0.057478
15084000.000000,4.325386,-0.057478
15088000.000000,4.213579,-0.057478
15092000.000000,4.213579,-0.057478
15096000.000000,4.213579,-0.057478
15100000.000000,4.213579,-0.057478
15104000.000000,4.325386,-0.057478
15108000.000000,4.213579,0.055530
15112000.000000,4.325386,0.055530
15116000.000000,4.213579,0.055530
15120000.000000,4.213579,0.055530
15124000.000000,4.213579,0.168539
15128000.000000,4.325386,0.168539
15132000.000000,4.437192,0.168539
15136000.000000,4.325386,0.168539
15140000.000000,4.213579,0.168539
15144000.000000,4.213579,0.281548
15148000.000000,4.213579,0.281548
15152000.000000,4.213579,0.281548
15156000.000000,4.213579,0.168539
15160000.000000,4.213579,0.281548
15164000.000000,4.325386,0.394556
15168000.000000,4.213579,0.394556
15172000.000000,4.325386,0.394556
15176000.000000,4.325386,0.394556
15180000.000000,4.213579,0.394556
15184000.000000,4.325386,0.394556
15188000.000000,4.213579,0.620573
15192000.000000,4.325386,0.507565
15196000.000000,4.213579,0.620573
15200000.000000,4.213579,0.620573
15204000.000000,4.213579,0.620573
15208000.000000,4.213579,0.620573
15212000.000000,4.213579,0.620573
15216000.000000,4.213579,0.620573
15220000.000000,4.213579,0.733582
15224000.000000,4.325386,0.733582
15228000.000000,4.213579,0.733582
15232000.000000,4.213579,0.733582
15236000.000000,4.213579,0.733582
15240000.000000,4.213579,0.846591
15244000.000000,4.213579,0.846591
15248000.000000,4.437192,0.846591
15252000.000000,4.213579,0.846591
15256000.000000,4.325386,0.846591
15260000.000000,4.213579,0.846591
15264000.000000,4.213579,0.846591
15268000.000000,4.213579,0.959599
15272000.000000,4.213579,1.072608
15276000.000000,4.101773,0.959599
15280000.000000,4.213579,1.072608
15284000.000000,4.213579,1.072608
15288000.000000,4.213579,1.072608
15292000.000000,4.213579,1.072608
15296000.000000,4.213579,1.185617
15300000.000000,4.213579,1.185617
15304000.000000,4.325386,1.298625
15308000.000000,4.213579,1.298625
15312000.000000,4.325386,1.298625
15316000.000000,4.213579,1.185617
15320000.000000,4.213579,1.298625
15324000.000000,4.213579,1.298625
15328000.000000,4.213579,1.298625
15332000.000000,4.213579,1.298625
15336000.000000,4.213579,1.298625
15340000.000000,4.213579,1.411634
15344000.000000,4.213579,1.411634
15348000.000000,4.213579,1.524643
15352000.000000,4.213579,1.524643
15356000.000000,4.213579,1.637651
15360000.000000,4.213579,1.637651
15364000.000000,4.213579,1.637651
15368000.000000,4.213579,1.637651
15372000.000000,4.213579,1.637651
15376000.000000,4.101773,1.637651
15380000.000000,4.213579,1.750660
15384000.000000,4.101773,1.637651
15388000.000000,4.213579,1.750660
15392000.000000,4.101773,1.637651
15396000.000000,4.101773,1.750660
15400000.000000,3.989967,1.750660
15404000.000000,4.101773,1.750660
15408000.000000,4.213579,1.750660
15412000.000000,3.989967,1.863669
15416000.000000,4.101773,1.750660
15420000.000000,4.101773,1.976677
15424000.000000,3.989967,1.976677
15428000.000000,3.989967,1.976677
15432000.000000,3.989967,1.976677
15436000.000000,3.989967,1.976677
15440000.000000,3.989967,1.976677
15444000.000000,3.654547,2.089686
15448000.000000,2.201064,2.089686
15452000.000000,1.418419,2.089686
15456000.000000,1.642032,2.089686
15460000.000000,1.530225,2.202694
15464000.000000,1.418419,2.089686
15468000.000000,1.530225,2.202694
15472000.000000,1.418419,2.089686
15476000.000000,1.418419,2.089686
15480000.000000,1.530225,2.202694
15484000.000000,1.418419,2.202694
15488000.000000,1.530225,2.202694
15492000.000000,1.530225,2.202694
15496000.000000,1.418419,2.202694
15500000.000000,1.530225,2.202694
15504000.000000,1.530225,2.315703
15508000.000000,1.530225,2.315703
15512000.000000,1.418419,2.315703
15516000.000000,1.530225,2.428712
15520000.000000,1.418419,2.202694
15524000.000000,1.530225,2.428712
15528000.000000,1.418419,2.428712
15532000.000000,1.530225,2.541720
15536000.000000,1.418419,2.541720
15540000.000000,1.306612,2.541720
15544000.000000,1.306612,2.541720
15548000.000000,1.306612,2.541720
15552000.000000,1.530225,2.541720
15556000.000000,1.530225,2.541720
15560000.000000,1.530225,2.541720
15564000.000000,1.530225,2.541720
15568000.000000,1.306612,2.541720
15572000.000000,1.418419,2.654729
15576000.000000,1.306612,2.654729
15580000.000000,1.530225,2.654729
15584000.000000,1.306612,2.654729
15588000.000000,1.418419,2.654729
15592000.000000,1.530225,2.654729
15596000.000000,1.418419,2.654729
15600000.000000,1.530225,2.654729
15604000.000000,1.530225,2.654729
15608000.000000,1.530225,2.767738
15612000.000000,1.306612,2.767738
15616000.000000,1.530225,2.767738
15620000.000000,1.418419,2.880746
15624000.000000,1.530225,2.880746
15628000.000000,1.530225,2.880746
15632000.000000,1.530225,2.880746
15636000.000000,1.530225,2.880746
15640000.000000,1.418419,2.880746
15644000.000000,1.306612,2.880746
15648000.000000,1.530225,2.993755
15652000.000000,1.306612,2.993755
15656000.000000,1.530225,2.993755
15660000.000000,1.530225,2.993755
15664000.000000,1.306612,2.993755
15668000.000000,1.530225,2.993755
15672000.000000,1.530225,2.993755
15676000.000000,1.418419,3.106764
15680000.000000,1.530225,3.106764
15684000.000000,1.530225,3.106764
15688000.000000,1.530225,3.106764
15692000.000000,1.418419,3.106764
15696000.000000,1.306612,3.106764
15700000.000000,1.306612,3.106764
15704000.000000,1.418419,3.106764
15708000.000000,1.530225,3.106764
15712000.000000,1.306612,3.106764
15716000.000000,1.418419,3.106764
15720000.000000,1.306612,3.106764
15724000.000000,1.418419,3.219772
15728000.000000,1.530225,3.219772
15732000.000000,1.418419,3.332781
15736000.000000,1.306612,3.219772
15740000.000000,1.530225,3.332781
15744000.000000,1.530225,3.332781
15748000.000000,1.418419,3.219772
15752000.000000,1.530225,3.332781
15756000.000000,1.418419,3.445790
15760000.000000,1.418419,3.332781
15764000.000000,1.530225,3.445790
15768000.000000,1.418419,3.332781
15772000.000000,1.418419,3.445790
15776000.000000,1.530225,3.445790
15780000.000000,1.530225,3.445790
15784000.000000,1.418419,3.332781
15788000.000000,1.530225,3.445790
15792000.000000,1.530225,3.332781
15796000.000000,1.418419,3.445790
15800000.000000,1.418419,3.445790
15804000.000000,1.530225,3.558798
15808000.000000,1.530225,3.445790
15812000.000000,1.418419,3.558798
15816000.000000,1.418419,3.558798
15820000.000000,1.530225,3.445790
15824000.000000,1.530225,3.558798
15828000.000000,1.306612,3.558798
15832000.000000,1.530225,3.558798
15836000.000000,1.418419,3.558798
15840000.000000,1.530225,3.558798
15844000.000000,1.418419,3.558798
15848000.000000,1.418419,3.558798
15852000.000000,1.530225,3.558798
15856000.000000,1.418419,3.671807
15860000.000000,1.530225,3.558798
15864000.000000,1.530225,3.671807
15868000.000000,1.418419,3.671807
15872000.000000,1.530225,3.671807
15876000.000000,1.530225,3.671807
15880000.000000,1.306612,3.671807
15884000.000000,1.530225,3.671807
15888000.000000,1.418419,3.671807
15892000.000000,1.530225,3.558798
15896000.000000,1.530225,3.784816
15900000.000000,1.418419,3.784816
15904000.000000,1.306612,3.784816
15908000.000000,1.306612,3.784816
15912000.000000,1.418419,3.784816
15916000.000000,1.530225,3.671807
15920000.000000,1.530225,3.784816
15924000.000000,1.530225,3.784816
15928000.000000,1.306612,3.784816
15932000.000000,1.530225,3.784816
15936000.000000,1.530225,3.784816
15940000.000000,1.418419,3.784816
15944000.000000,1.306612,3.784816
15948000.000000,1.418419,3.897824
15952000.000000,1.530225,3.784816
15956000.000000,1.306612,3.784816
15960000.000000,1.418419,3.784816
15964000.000000,1.530225,3.784816
15968000.000000,1.418419,3.897824
15972000.000000,1.418419,3.897824
15976000.000000,1.530225,3.784816
15980000.000000,1.418419,3.784816
15984000.000000,1.530225,3.897824
15988000.000000,1.418419,3.897824
15992000.000000,1.306612,3.897824
15996000.000000,1.530225,3.897824
16000000.000000,1.530225,3.897824
16004000.000000,1.418419,3.784816
16008000.000000,1.418419,3.784816
16012000.000000,1.418419,3.784816
16016000.000000,1.306612,3.784816
16020000.000000,1.530225,3.784816
16024000.000000,1.530225,3.897824
16028000.000000,1.530225,3.897824
16032000.000000,1.418419,3.897824
16036000.000000,1.530225,3.897824
16040000.000000,1.418419,4.010833
16044000.000000,1.418419,3.897824
16048000.000000,1.530225,3.784816
16052000.000000,1.530225,3.897824
16056000.000000,1.418419,3.897824
16060000.000000,1.530225,3.784816
16064000.000000,1.530225,4.010833
16068000.000000,1.530225,3.897824
16072000.000000,1.530225,3.897824
16076000.000000,1.530225,3.897824
16080000.000000,1.530225,3.784816
16084000.000000,1.530225,3.897824
16088000.000000,1.306612,4.010833
16092000.000000,1.530225,3.897824
16096000.000000,1.530225,3.784816
16100000.000000,1.530225,3.897824
16104000.000000,1.306612,3.897824
16108000.000000,1.418419,3.784816
16112000.000000,1.418419,3.897824
16116000.000000,1.530225,3.897824
16120000.000000,1.418419,4.010833
16124000.000000,1.418419,3.784816
16128000.000000,1.530225,3.784816
16132000.000000,1.306612,3.897824
16136000.000000,1.306612,3.784816
16140000.000000,1.306612,3.897824
16144000.000000,1.530225,3.784816
16148000.000000,1.530225,3.897824
16152000.000000,1.530225,3.784816
16156000.000000,1.306612,3.897824
16160000.000000,1.418419,3.897824
16164000.000000,1.530225,4.010833
16168000.000000,1.530225,3.897824
16172000.000000,1.530225,3.897824
16176000.000000,1.306612,3.897824
16180000.000000,1.418419,3.784816
16184000.000000,1.530225,4.010833
16188000.000000,1.306612,4.010833
16192000.000000,1.418419,4.010833
16196000.000000,1.418419,3.897824
16200000.000000,1.306612,3.784816
16204000.000000,1.530225,3.784816
16208000.000000,1.418419,3.897824
16212000.000000,1.306612,3.897824
16216000.000000,1.530225,3.784816
16220000.000000,1.306612,3.784816
16224000.000000,1.530225,3.897824
16228000.000000,1.530225,3.784816
16232000.000000,1.418419,3.897824
16236000.000000,1.418419,3.897824
16240000.000000,1.530225,3.784816
16244000.000000,1.418419,3.784816
16248000.000000,1.530225,3.784816
16252000.000000,1.530225,3.784816
16256000.000000,1.306612,3.897824
16260000.000000,1.530225,4.010833
16264000.000000,1.418419,4.010833
16268000.000000,1.418419,3.897824
16272000.000000,1.530225,3.897824
16276000.000000,1.530225,4.010833
16280000.000000,1.418419,4.010833
16284000.000000,1.530225,3.784816
16288000.000000,1.418419,3.897824
16292000.000000,1.418419,3.897824
16296000.000000,1.418419,3.897824
16300000.000000,1.530225,4.010833
16304000.000000,1.418419,3.897824
16308000.000000,1.418419,4.010833
16312000.000000,1.306612,3.897824
16316000.000000,1.418419,3.897824
16320000.000000,1.306612,3.897824
16324000.000000,1.530225,3.897824
16328000.000000,1.530225,4.010833
16332000.000000,1.418419,3.897824
16336000.000000,1.418419,3.897824
16340000.000000,1.530225,3.897824
16344000.000000,1.530225,3.897824
16348000.000000,1.418419,3.784816
16352000.000000,1.530225,4.010833
16356000.000000,1.306612,3.897824
16360000.000000,1.530225,4.010833
16364000.000000,1.530225,3.784816
16368000.000000,1.530225,3.897824
16372000.000000,1.418419,4.010833
16376000.000000,1.530225,3.897824
16380000.000000,1.530225,3.897824
16384000.000000,1.418419,3.897824
16388000.000000,1.530225,3.897824
16392000.000000,1.530225,3.897824
16396000.000000,1.530225,4.010833
16400000.000000,1.306612,4.010833
16404000.000000,1.530225,3.897824
16408000.000000,1.418419,4.010833
16412000.000000,1.306612,4.010833
16416000.000000,1.530225,3.897824
16420000.000000,1.530225,3.784816
16424000.000000,1.418419,3.784816
16428000.000000,1.418419,3.897824
16432000.000000,1.530225,3.897824
16436000.000000,1.530225,3.897824
16440000.000000,1.418419,4.010833
16444000.000000,1.418419,4.010833
16448000.000000,1.530225,3.897824
16452000.000000,1.530225,4.010833
16456000.000000,1.530225,3.784816
16460000.000000,1.530225,3.784816
16464000.000000,1.530225,3.784816
16468000.000000,1.306612,3.784816
16472000.000000,1.530225,4.010833
16476000.000000,1.418419,3.784816
16480000.000000,1.530225,3.784816
16484000.000000,1.418419,3.897824
16488000.000000,1.418419,3.897824
16492000.000000,1.418419,3.897824
16496000.000000,1.418419,3.897824
16500000.000000,1.418419,3.897824
16504000.000000,1.530225,3.897824
16508000.000000,1.418419,3.897824
16512000.000000,1.530225,3.897824
16516000.000000,1.306612,3.897824
16520000.000000,1.530225,3.897824
16524000.000000,1.418419,3.897824
16528000.000000,1.418419,3.897824
16532000.000000,1.418419,3.897824
16536000.000000,1.530225,3.897824
16540000.000000,1.306612,3.784816
16544000.000000,1.530225,3.784816
16548000.000000,1.418419,3.784816
16552000.000000,1.530225,3.784816
16556000.000000,1.530225,3.784816
16560000.000000,1.530225,3.784816
16564000.000000,1.530225,3.784816
16568000.000000,1.530225,3.784816
16572000.000000,1.306612,3.784816
16576000.000000,1.530225,3.784816
16580000.000000,1.530225,3.784816
16584000.000000,1.530225,3.784816
16588000.000000,1.418419,3.671807
16592000.000000,1.418419,3.671807
16596000.000000,1.418419,3.671807
16600000.000000,1.530225,3.671807
16604000.000000,1.530225,3.671807
16608000.000000,1.418419,3.558798
16612000.000000,1.418419,3.558798
16616000.000000,1.306612,3.671807
16620000.000000,1.530225,3.558798
16624000.000000,1.530225,3.558798
16628000.000000,1.306612,3.558798
16632000.000000,1.418419,3.558798
16636000.000000,1.530225,3.671807
16640000.000000,1.418419,3.558798
16644000.000000,1.418419,3.558798
16648000.000000,1.530225,3.558798
16652000.000000,1.530225,3.558798
16656000.000000,1.418419,3.558798
16660000.000000,1.530225,3.558798
16664000.000000,1.418419,3.558798
16668000.000000,1.418419,3.558798
16672000.000000,1.418419,3.445790
16676000.000000,1.418419,3.445790
16680000.000000,1.530225,3.445790
16684000.000000,1.530225,3.445790
16688000.000000,1.306612,3.445790
16692000.000000,1.306612,3.445790
16696000.000000,1.418419,3.445790
16700000.000000,1.530225,3.332781
16704000.000000,1.530225,3.445790
16708000.000000,1.418419,3.445790
16712000.000000,1.530225,3.445790
16716000.000000,1.418419,3.445790
16720000.000000,1.530225,3.445790
16724000.000000,1.306612,3.445790
16728000.000000,1.530225,3.332781
16732000.000000,1.418419,3.332781
16736000.000000,1.418419,3.332781
16740000.000000,1.306612,3.219772
16744000.000000,1.418419,3.332781
16748000.000000,1.530225,3.332781
16752000.000000,1.530225,3.219772
16756000.000000,1.530225,3.219772
16760000.000000,1.418419,3.332781
16764000.000000,1.530225,3.219772
16768000.000000,1.530225,3.332781
16772000.000000,1.418419,3.106764
16776000.000000,1.306612,3.219772
16780000.000000,1.530225,3.219772
16784000.000000,1.530225,3.219772
16788000.000000,1.418419,3.106764
16792000.000000,1.418419,3.219772
16796000.000000,1.530225,3.219772
16800000.000000,1.306612,3.219772
16804000.000000,1.530225,3.106764
16808000.000000,1.530225,3.106764
16812000.000000,1.530225,3.106764
16816000.000000,1.530225,3.106764
16820000.000000,1.530225,3.106764
16824000.000000,1.418419,3.106764
16828000.000000,1.530225,3.106764
16832000.000000,1.306612,3.106764
16836000.000000,1.418419,3.106764
16840000.000000,1.530225,2.993755
16844000.000000,1.530225,2.993755
16848000.000000,1.418419,3.106764
16852000.000000,1.530225,3.106764
16856000.000000,1.418419,2.993755
16860000.000000,1.418419,2.993755
16864000.000000,1.418419,2.993755
16868000.000000,1.418419,2.993755
16872000.000000,1.418419,2.993755
16876000.000000,1.530225,2.993755
16880000.000000,1.418419,2.993755
16884000.000000,1.530225,2.993755
16888000.000000,1.530225,2.880746
16892000.000000,1.418419,2.880746
16896000.000000,1.530225,2.880746
16900000.000000,1.530225,2.880746
16904000.000000,1.530225,2.880746
16908000.000000,1.530225,2.880746
16912000.000000,1.418419,2.880746
16916000.000000,1.530225,2.767738
16920000.000000,1.418419,2.767738
16924000.000000,1.530225,2.767738
16928000.000000,1.530225,2.767738
16932000.000000,1.642032,2.767738
16936000.000000,1.530225,2.654729
16940000.000000,1.530225,2.654729
16944000.000000,1.530225,2.654729
16948000.000000,1.530225,2.654729
16952000.000000,1.530225,2.654729
16956000.000000,1.530225,2.654729
16960000.000000,1.530225,2.654729
16964000.000000,1.530225,2.654729
16968000.000000,1.418419,2.654729
16972000.000000,1.418419,2.654729
16976000.000000,1.530225,2.654729
16980000.000000,1.530225,2.541720
16984000.000000,1.418419,2.541720
16988000.000000,1.418419,2.541720
16992000.000000,1.418419,2.541720
16996000.000000,1.530225,2.541720
17000000.000000,1.530225,2.541720
17004000.000000,1.418419,2.428712
17008000.000000,1.530225,2.541720
17012000.000000,1.530225,2.428712
17016000.000000,1.530225,2.428712
17020000.000000,1.418419,2.428712
17024000.000000,1.530225,2.315703
17028000.000000,1.530225,2.428712
17032000.000000,1.418419,2.315703
17036000.000000,1.642032,2.202694
17040000.000000,1.530225,2.315703
17044000.000000,1.418419,2.315703
17048000.000000,1.306612,2.202694
17052000.000000,1.418419,2.202694
17056000.000000,1.418419,2.202694
17060000.000000,1.530225,2.202694
17064000.000000,1.530225,2.202694
17068000.000000,1.642032,2.202694
17072000.000000,1.530225,2.202694
17076000.000000,1.306612,2.089686
17080000.000000,1.530225,2.089686
17084000.000000,1.530225,2.202694
17088000.000000,1.418419,2.202694
17092000.000000,1.530225,2.089686
17096000.000000,1.530225,2.089686
17100000.000000,1.530225,2.089686
17104000.000000,1.753838,2.089686
17108000.000000,1.642032,1.976677
17112000.000000,1.642032,2.089686
17116000.000000,1.642032,1.976677
17120000.000000,1.977451,2.089686
17124000.000000,3.095515,1.976677
17128000.000000,3.989967,1.863669
17132000.000000,3.989967,1.976677
17136000.000000,4.101773,1.976677
17140000.000000,4.101773,1.863669
17144000.000000,3.989967,1.863669
17148000.000000,4.101773,1.863669
17152000.000000,3.989967,1.750660
17156000.000000,4.101773,1.750660
17160000.000000,4.213579,1.750660
17164000.000000,4.101773,1.750660
17168000.000000,4.213579,1.637651
17172000.000000,4.101773,1.750660
17176000.000000,4.213579,1.637651
17180000.000000,4.213579,1.637651
17184000.000000,4.213579,1.637651
17188000.000000,4.213579,1.637651
17192000.000000,4.213579,1.637651
17196000.000000,4.213579,1.637651
17200000.000000,4.213579,1.637651
17204000.000000,4.213579,1.637651
17208000.000000,4.213579,1.524643
17212000.000000,4.213579,1.411634
17216000.000000,4.213579,1.411634
17220000.000000,4.213579,1.298625
17224000.000000,4.213579,1.411634
17228000.000000,4.213579,1.298625
17232000.000000,4.213579,1.298625
17236000.000000,4.213579,1.298625
17240000.000000,4.213579,1.298625
17244000.000000,4.213579,1.298625
17248000.000000,4.213579,1.298625
17252000.000000,4.213579,1.185617
17256000.000000,4.213579,1.298625
17260000.000000,4.213579,1.185617
17264000.000000,4.213579,1.185617
17268000.000000,4.213579,1.185617
17272000.000000,4.213579,1.185617
17276000.000000,4.213579,1.072608
17280000.000000,4.213579,1.072608
17284000.000000,4.325386,1.072608
17288000.000000,4.101773,0.959599
17292000.000000,4.325386,1.072608
17296000.000000,4.213579,0.959599
17300000.000000,4.213579,1.072608
17304000.000000,4.213579,0.959599
17308000.000000,4.325386,0.959599
17312000.000000,4.213579,0.846591
17316000.000000,4.213579,0.846591
17320000.000000,4.213579,0.846591
17324000.000000,4.325386,0.846591
17328000.000000,4.325386,0.846591
17332000.000000,4.213579,0.846591
17336000.000000,4.213579,0.733582
17340000.000000,4.213579,0.846591
17344000.000000,4.325386,0.733582
17348000.000000,4.213579,0.733582
17352000.000000,4.213579,0.733582
17356000.000000,4.325386,0.733582
17360000.000000,4.325386,0.620573
17364000.000000,4.213579,0.620573
17368000.000000,4.213579,0.620573
17372000.000000,4.325386,0.620573
17376000.000000,4.213579,0.507565
17380000.000000,4.213579,0.620573
17384000.000000,4.213579,0.507565
17388000.000000,4.325386,0.394556
17392000.000000,4.213579,0.507565
17396000.000000,4.325386,0.394556
17400000.000000,4.325386,0.394556
17404000.000000,4.325386,0.394556
17408000.000000,4.325386,0.394556
17412000.000000,4.213579,0.281548
17416000.000000,4.213579,0.394556
17420000.000000,4.213579,0.281548
17424000.000000,4.325386,0.281548
17428000.000000,4.213579,0.281548
17432000.000000,4.213579,0.168539
17436000.000000,4.213579,0.281548
17440000.000000,4.213579,0.168539
17444000.000000,4.325386,0.168539
17448000.000000,4.213579,0.168539
17452000.000000,4.325386,0.168539
17456000.000000,4.213579,0.055530
17460000.000000,4.213579,0.055530
17464000.000000,4.325386,0.055530
17468000.000000,4.213579,0.055530
17472000.000000,4.213579,0.055530
17476000.000000,4.213579,-0.057478
17480000.000000,4.213579,-0.057478
17484000.000000,4.213579,-0.057478
17488000.000000,4.213579,-0.057478
17492000.000000,4.325386,-0.170487
17496000.000000,4.213579,-0.057478
17500000.000000,4.213579,-0.057478
17504000.000000,4.213579,-0.057478
17508000.000000,4.213579,-0.170487
17512000.000000,4.213579,-0.170487
17516000.000000,4.213579,-0.170487
17520000.000000,4.325386,-0.170487
17524000.000000,4.437192,-0.170487
17528000.000000,4.213579,-0.170487
17532000.000000,4.325386,-0.283496
17536000.000000,4.325386,-0.170487
17540000.000000,4.213579,-0.170487
17544000.000000,4.213579,-0.283496
17548000.000000,4.213579,-0.283496
17552000.000000,4.213579,-0.283496
17556000.000000,4.213579,-0.283496
17560000.000000,4.213579,-0.283496
17564000.000000,4.213579,-0.283496
17568000.000000,4.213579,-0.283496
17572000.000000,4.213579,-0.283496
17576000.000000,4.325386,-0.396504
17580000.000000,4.213579,-0.283496
17584000.000000,4.325386,-0.283496
17588000.000000,4.325386,-0.283496
17592000.000000,4.325386,-0.283496
17596000.000000,4.213579,-0.283496
17600000.000000,4.325386,-0.283496
17604000.000000,4.213579,-0.283496
17608000.000000,4.325386,-0.283496
17612000.000000,4.437192,-0.396504
17616000.000000,4.325386,-0.283496
17620000.000000,4.213579,-0.283496
17624000.000000,4.437192,-0.283496
17628000.000000,4.213579,-0.396504
17632000.000000,4.213579,-0.283496
17636000.000000,4.213579,-0.283496
17640000.000000,4.325386,-0.396504
17644000.000000,4.437192,-0.396504
17648000.000000,4.213579,-0.396504
17652000.000000,4.213579,-0.283496
17656000.000000,4.213579,-0.396504
17660000.000000,4.213579,-0.283496
17664000.000000,4.213579,-0.396504
17668000.000000,4.213579,-0.283496
17672000.000000,4.213579,-0.396504
