sample,250000,length,32768                                                                        
Time(ns),Vol(V),Vol(V)
00328000.000000,4.213579,-0.396504
00332000.000000,4.213579,-0.509513
00336000.000000,4.213579,-0.509513
00340000.000000,4.213579,-0.396504
00344000.000000,4.325386,-0.396504
00348000.000000,4.213579,-0.283496
00352000.000000,4.213579,-0.396504
00356000.000000,4.213579,-0.396504
00360000.000000,4.213579,-0.509513
00364000.000000,4.213579,-0.396504
00368000.000000,4.213579,-0.396504
00372000.000000,4.213579,-0.396504
00376000.000000,4.213579,-0.396504
00380000.000000,4.325386,-0.396504
00384000.000000,4.213579,-0.396504
00388000.000000,4.213579,-0.396504
00392000.000000,4.325386,-0.396504
00396000.000000,4.213579,-0.396504
00400000.000000,4.325386,-0.396504
00404000.000000,4.213579,-0.396504
00408000.000000,4.213579,-0.396504
00412000.000000,4.325386,-0.396504
00416000.000000,4.213579,-0.283496
00420000.000000,4.213579,-0.396504
00424000.000000,4.325386,-0.396504
00428000.000000,4.213579,-0.283496
00432000.000000,4.325386,-0.396504
00436000.000000,4.325386,-0.396504
00440000.000000,4.325386,-0.283496
00444000.000000,4.325386,-0.283496
00448000.000000,4.213579,-0.509513
00452000.000000,4.213579,-0.396504
00456000.000000,4.213579,-0.396504
00460000.000000,4.213579,-0.396504
00464000.000000,4.325386,-0.396504
00468000.000000,4.325386,-0.396504
00472000.000000,4.213579,-0.396504
00476000.000000,4.213579,-0.396504
00480000.000000,4.437192,-0.396504
00484000.000000,4.325386,-0.509513
00488000.000000,4.213579,-0.396504
00492000.000000,4.325386,-0.396504
00496000.000000,4.325386,-0.396504
00500000.000000,4.325386,-0.396504
00504000.000000,4.325386,-0.396504
00508000.000000,4.325386,-0.396504
00512000.000000,4.325386,-0.396504
00516000.000000,4.325386,-0.283496
00520000.000000,4.213579,-0.396504
00524000.000000,4.213579,-0.396504
00528000.000000,4.213579,-0.509513
00532000.000000,4.325386,-0.283496
00536000.000000,4.325386,-0.396504
00540000.000000,4.213579,-0.396504
00544000.000000,4.213579,-0.396504
00548000.000000,4.213579,-0.509513
00552000.000000,4.213579,-0.396504
00556000.000000,4.213579,-0.396504
00560000.000000,4.325386,-0.396504
00564000.000000,4.213579,-0.283496
00568000.000000,4.213579,-0.396504
00572000.000000,4.325386,-0.396504
00576000.000000,4.213579,-0.396504
00580000.000000,4.213579,-0.396504
00584000.000000,4.213579,-0.396504
00588000.000000,4.213579,-0.509513
00592000.000000,4.325386,-0.396504
00596000.000000,4.325386,-0.396504
00600000.000000,4.325386,-0.396504
00604000.000000,4.325386,-0.396504
00608000.000000,4.325386,-0.396504
00612000.000000,4.325386,-0.396504
00616000.000000,4.325386,-0.396504
00620000.000000,4.213579,-0.396504
00624000.000000,4.213579,-0.396504
00628000.000000,4.325386,-0.509513
00632000.000000,4.213579,-0.396504
00636000.000000,4.325386,-0.396504
00640000.000000,4.213579,-0.283496
00644000.000000,4.213579,-0.396504
00648000.000000,4.213579,-0.396504
00652000.000000,4.213579,-0.396504
00656000.000000,4.325386,-0.396504
00660000.000000,4.325386,-0.283496
00664000.000000,4.213579,-0.396504
00668000.000000,4.213579,-0.283496
00672000.000000,4.213579,-0.283496
00676000.000000,4.213579,-0.396504
00680000.000000,4.325386,-0.396504
00684000.000000,4.325386,-0.283496
00688000.000000,4.213579,-0.509513
00692000.000000,4.213579,-0.283496
00696000.000000,4.325386,-0.396504
00700000.000000,4.325386,-0.396504
00704000.000000,4.325386,-0.509513
00708000.000000,4.325386,-0.396504
00712000.000000,4.213579,-0.509513
00716000.000000,4.213579,-0.396504
00720000.000000,4.325386,-0.396504
00724000.000000,4.213579,-0.396504
00728000.000000,4.325386,-0.283496
00732000.000000,4.325386,-0.396504
00736000.000000,4.213579,-0.396504
00740000.000000,4.325386,-0.283496
00744000.000000,4.213579,-0.396504
00748000.000000,4.213579,-0.396504
00752000.000000,4.213579,-0.396504
00756000.000000,4.325386,-0.396504
00760000.000000,4.213579,-0.396504
00764000.000000,4.325386,-0.396504
00768000.000000,4.213579,-0.396504
00772000.000000,4.213579,-0.396504
00776000.000000,4.325386,-0.396504
00780000.000000,4.325386,-0.396504
00784000.000000,4.213579,-0.396504
00788000.000000,4.213579,-0.396504
00792000.000000,4.213579,-0.396504
00796000.000000,4.325386,-0.396504
00800000.000000,4.325386,-0.396504
00804000.000000,4.213579,-0.396504
00808000.000000,4.213579,-0.396504
00812000.000000,4.213579,-0.396504
00816000.000000,4.213579,-0.396504
00820000.000000,4.213579,-0.396504
00824000.000000,4.213579,-0.509513
00828000.000000,4.213579,-0.396504
00832000.000000,4.213579,-0.396504
00836000.000000,4.325386,-0.396504
00840000.000000,4.213579,-0.396504
00844000.000000,4.325386,-0.283496
00848000.000000,4.213579,-0.396504
00852000.000000,4.325386,-0.396504
00856000.000000,4.437192,-0.283496
00860000.000000,4.325386,-0.396504
00864000.000000,4.213579,-0.396504
00868000.000000,4.213579,-0.396504
00872000.000000,4.213579,-0.396504
00876000.000000,4.325386,-0.396504
00880000.000000,4.325386,-0.396504
00884000.000000,4.325386,-0.509513
00888000.000000,4.437192,-0.396504
00892000.000000,4.213579,-0.396504
00896000.000000,4.213579,-0.396504
00900000.000000,4.213579,-0.283496
00904000.000000,4.213579,-0.396504
00908000.000000,4.213579,-0.396504
00912000.000000,4.325386,-0.283496
00916000.000000,4.213579,-0.396504
00920000.000000,4.325386,-0.283496
00924000.000000,4.325386,-0.396504
00928000.000000,4.325386,-0.396504
00932000.000000,4.213579,-0.509513
00936000.000000,4.325386,-0.509513
00940000.000000,4.213579,-0.396504
00944000.000000,4.213579,-0.396504
00948000.000000,4.213579,-0.396504
00952000.000000,4.213579,-0.396504
00956000.000000,4.325386,-0.509513
00960000.000000,4.325386,-0.396504
00964000.000000,4.325386,-0.396504
00968000.000000,4.325386,-0.509513
00972000.000000,4.213579,-0.396504
00976000.000000,4.325386,-0.509513
00980000.000000,4.213579,-0.509513
00984000.000000,4.213579,-0.396504
00988000.000000,4.325386,-0.396504
00992000.000000,4.325386,-0.396504
00996000.000000,4.213579,-0.396504
01000000.000000,4.213579,-0.396504
01004000.000000,4.325386,-0.396504
01008000.000000,4.325386,-0.396504
01012000.000000,4.213579,-0.396504
01016000.000000,4.325386,-0.396504
01020000.000000,4.437192,-0.396504
01024000.000000,4.437192,-0.396504
01028000.000000,4.325386,-0.396504
01032000.000000,4.213579,-0.396504
01036000.000000,4.213579,-0.396504
01040000.000000,4.213579,-0.283496
01044000.000000,4.213579,-0.509513
01048000.000000,4.213579,-0.283496
01052000.000000,4.213579,-0.396504
01056000.000000,4.437192,-0.396504
01060000.000000,4.325386,-0.509513
01064000.000000,4.213579,-0.396504
01068000.000000,4.437192,-0.396504
01072000.000000,4.213579,-0.396504
01076000.000000,4.213579,-0.396504
01080000.000000,4.437192,-0.509513
01084000.000000,4.213579,-0.396504
01088000.000000,4.325386,-0.509513
01092000.000000,4.325386,-0.396504
01096000.000000,4.213579,-0.396504
01100000.000000,4.325386,-0.509513
01104000.000000,4.325386,-0.509513
01108000.000000,4.325386,-0.396504
01112000.000000,4.213579,-0.509513
01116000.000000,4.213579,-0.396504
01120000.000000,4.213579,-0.283496
01124000.000000,4.325386,-0.396504
01128000.000000,4.213579,-0.509513
01132000.000000,4.437192,-0.396504
01136000.000000,4.213579,-0.396504
01140000.000000,4.325386,-0.396504
01144000.000000,4.213579,-0.396504
01148000.000000,4.213579,-0.509513
01152000.000000,4.213579,-0.396504
01156000.000000,4.325386,-0.396504
01160000.000000,4.213579,-0.396504
01164000.000000,4.213579,-0.509513
01168000.000000,4.437192,-0.396504
01172000.000000,4.325386,-0.396504
01176000.000000,4.213579,-0.396504
01180000.000000,4.325386,-0.396504
01184000.000000,4.325386,-0.509513
01188000.000000,4.213579,-0.396504
01192000.000000,4.213579,-0.396504
01196000.000000,4.325386,-0.509513
01200000.000000,4.213579,-0.396504
01204000.000000,4.213579,-0.509513
01208000.000000,4.325386,-0.396504
01212000.000000,4.325386,-0.396504
01216000.000000,4.213579,-0.396504
01220000.000000,4.325386,-0.396504
01224000.000000,4.325386,-0.396504
01228000.000000,4.213579,-0.396504
01232000.000000,4.325386,-0.396504
01236000.000000,4.213579,-0.396504
01240000.000000,4.325386,-0.396504
01244000.000000,4.213579,-0.396504
01248000.000000,4.213579,-0.396504
01252000.000000,4.213579,-0.396504
01256000.000000,4.213579,-0.396504
01260000.000000,4.213579,-0.396504
01264000.000000,4.325386,-0.396504
01268000.000000,4.325386,-0.396504
01272000.000000,4.325386,-0.396504
01276000.000000,4.325386,-0.396504
01280000.000000,4.325386,-0.396504
01284000.000000,4.325386,-0.396504
01288000.000000,4.213579,-0.396504
01292000.000000,4.325386,-0.283496
01296000.000000,4.213579,-0.396504
01300000.000000,4.325386,-0.396504
01304000.000000,4.213579,-0.396504
01308000.000000,4.437192,-0.396504
01312000.000000,4.213579,-0.396504
01316000.000000,4.213579,-0.396504
01320000.000000,4.213579,-0.396504
01324000.000000,4.325386,-0.509513
01328000.000000,4.213579,-0.396504
01332000.000000,4.325386,-0.396504
01336000.000000,4.325386,-0.509513
01340000.000000,4.213579,-0.396504
01344000.000000,4.325386,-0.283496
01348000.000000,4.325386,-0.396504
01352000.000000,4.325386,-0.283496
01356000.000000,4.213579,-0.509513
01360000.000000,4.437192,-0.396504
01364000.000000,4.213579,-0.396504
01368000.000000,4.437192,-0.396504
01372000.000000,4.213579,-0.509513
01376000.000000,4.213579,-0.396504
01380000.000000,4.213579,-0.396504
01384000.000000,4.325386,-0.396504
01388000.000000,4.325386,-0.396504
01392000.000000,4.325386,-0.396504
01396000.000000,4.325386,-0.396504
01400000.000000,4.213579,-0.396504
01404000.000000,4.213579,-0.509513
01408000.000000,4.213579,-0.396504
01412000.000000,4.325386,-0.396504
01416000.000000,4.325386,-0.509513
01420000.000000,4.437192,-0.396504
01424000.000000,4.325386,-0.396504
01428000.000000,4.213579,-0.396504
01432000.000000,4.325386,-0.509513
01436000.000000,4.437192,-0.396504
01440000.000000,4.213579,-0.396504
01444000.000000,4.213579,-0.396504
01448000.000000,4.213579,-0.396504
01452000.000000,4.213579,-0.396504
01456000.000000,4.325386,-0.396504
01460000.000000,4.325386,-0.396504
01464000.000000,4.213579,-0.396504
01468000.000000,4.213579,-0.396504
01472000.000000,4.437192,-0.283496
01476000.000000,4.213579,-0.509513
01480000.000000,4.325386,-0.396504
01484000.000000,4.213579,-0.396504
01488000.000000,4.325386,-0.396504
01492000.000000,4.325386,-0.396504
01496000.000000,4.325386,-0.509513
01500000.000000,4.325386,-0.396504
01504000.000000,4.213579,-0.396504
01508000.000000,4.213579,-0.396504
01512000.000000,4.213579,-0.396504
01516000.000000,4.213579,-0.396504
01520000.000000,4.213579,-0.396504
01524000.000000,4.437192,-0.283496
01528000.000000,4.213579,-0.396504
01532000.000000,4.213579,-0.396504
01536000.000000,4.213579,-0.509513
01540000.000000,4.213579,-0.396504
01544000.000000,4.101773,-0.396504
01548000.000000,4.325386,-0.396504
01552000.000000,4.325386,-0.396504
01556000.000000,4.213579,-0.396504
01560000.000000,4.325386,-0.396504
01564000.000000,4.325386,-0.509513
01568000.000000,4.325386,-0.396504
01572000.000000,4.325386,-0.396504
01576000.000000,4.325386,-0.396504
01580000.000000,4.325386,-0.396504
01584000.000000,4.213579,-0.396504
01588000.000000,4.213579,-0.396504
01592000.000000,4.325386,-0.396504
01596000.000000,4.325386,-0.509513
01600000.000000,4.325386,-0.396504
01604000.000000,4.213579,-0.396504
01608000.000000,4.213579,-0.396504
01612000.000000,4.213579,-0.396504
01616000.000000,4.213579,-0.396504
01620000.000000,4.437192,-0.396504
01624000.000000,4.213579,-0.283496
01628000.000000,4.325386,-0.396504
01632000.000000,4.213579,-0.396504
01636000.000000,4.213579,-0.396504
01640000.000000,4.213579,-0.396504
01644000.000000,4.213579,-0.396504
01648000.000000,4.325386,-0.396504
01652000.000000,4.213579,-0.396504
01656000.000000,4.213579,-0.396504
01660000.000000,4.325386,-0.396504
01664000.000000,4.325386,-0.396504
01668000.000000,4.213579,-0.396504
01672000.000000,4.213579,-0.396504
01676000.000000,4.213579,-0.396504
01680000.000000,4.325386,-0.396504
01684000.000000,4.213579,-0.283496
01688000.000000,4.213579,-0.396504
01692000.000000,4.213579,-0.396504
01696000.000000,4.213579,-0.396504
01700000.000000,4.325386,-0.283496
01704000.000000,4.213579,-0.283496
01708000.000000,4.213579,-0.396504
01712000.000000,4.213579,-0.283496
01716000.000000,4.325386,-0.396504
01720000.000000,4.213579,-0.396504
01724000.000000,4.437192,-0.396504
01728000.000000,4.213579,-0.396504
01732000.000000,4.213579,-0.396504
01736000.000000,4.213579,-0.509513
01740000.000000,4.213579,-0.396504
01744000.000000,4.213579,-0.396504
01748000.000000,4.325386,-0.283496
01752000.000000,4.437192,-0.283496
01756000.000000,4.437192,-0.396504
01760000.000000,4.213579,-0.396504
01764000.000000,4.325386,-0.396504
01768000.000000,4.213579,-0.509513
01772000.000000,4.325386,-0.396504
01776000.000000,4.213579,-0.396504
01780000.000000,4.325386,-0.396504
01784000.000000,4.213579,-0.396504
01788000.000000,4.213579,-0.396504
01792000.000000,4.325386,-0.396504
01796000.000000,4.213579,-0.396504
01800000.000000,4.213579,-0.396504
01804000.000000,4.437192,-0.396504
01808000.000000,4.325386,-0.509513
01812000.000000,4.213579,-0.396504
01816000.000000,4.325386,-0.283496
01820000.000000,4.325386,-0.396504
01824000.000000,4.213579,-0.396504
01828000.000000,4.325386,-0.396504
01832000.000000,4.325386,-0.396504
01836000.000000,4.213579,-0.396504
01840000.000000,4.325386,-0.396504
01844000.000000,4.213579,-0.396504
01848000.000000,4.213579,-0.396504
01852000.000000,4.213579,-0.396504
01856000.000000,4.325386,-0.396504
01860000.000000,4.213579,-0.396504
01864000.000000,4.213579,-0.396504
01868000.000000,4.213579,-0.396504
01872000.000000,4.213579,-0.396504
01876000.000000,4.325386,-0.396504
01880000.000000,4.325386,-0.396504
01884000.000000,4.213579,-0.509513
01888000.000000,4.213579,-0.396504
01892000.000000,4.325386,-0.396504
01896000.000000,4.213579,-0.396504
01900000.000000,4.325386,-0.396504
01904000.000000,4.325386,-0.509513
01908000.000000,4.325386,-0.396504
01912000.000000,4.213579,-0.396504
01916000.000000,4.325386,-0.283496
01920000.000000,4.213579,-0.396504
01924000.000000,4.325386,-0.396504
01928000.000000,4.213579,-0.509513
01932000.000000,4.213579,-0.396504
01936000.000000,4.213579,-0.396504
01940000.000000,4.437192,-0.509513
01944000.000000,4.213579,-0.396504
01948000.000000,4.325386,-0.509513
01952000.000000,4.325386,-0.509513
01956000.000000,4.213579,-0.396504
01960000.000000,4.325386,-0.396504
01964000.000000,4.437192,-0.509513
01968000.000000,4.325386,-0.396504
01972000.000000,4.213579,-0.396504
01976000.000000,4.213579,-0.396504
01980000.000000,4.213579,-0.509513
01984000.000000,4.325386,-0.509513
01988000.000000,4.325386,-0.509513
01992000.000000,4.325386,-0.396504
01996000.000000,4.213579,-0.396504
02000000.000000,4.213579,-0.396504
02004000.000000,4.325386,-0.396504
02008000.000000,4.213579,-0.396504
02012000.000000,4.325386,-0.283496
02016000.000000,4.213579,-0.396504
02020000.000000,4.213579,-0.283496
02024000.000000,4.213579,-0.396504
02028000.000000,4.213579,-0.509513
02032000.000000,4.213579,-0.396504
02036000.000000,4.213579,-0.396504
02040000.000000,4.213579,-0.396504
02044000.000000,4.213579,-0.396504
02048000.000000,4.437192,-0.283496
02052000.000000,4.325386,-0.283496
02056000.000000,4.213579,-0.509513
02060000.000000,4.325386,-0.396504
02064000.000000,4.213579,-0.396504
02068000.000000,4.325386,-0.396504
02072000.000000,4.213579,-0.283496
02076000.000000,4.325386,-0.396504
02080000.000000,4.325386,-0.396504
02084000.000000,4.213579,-0.396504
02088000.000000,4.325386,-0.396504
02092000.000000,4.213579,-0.396504
02096000.000000,4.437192,-0.396504
02100000.000000,4.325386,-0.396504
02104000.000000,4.213579,-0.396504
02108000.000000,4.213579,-0.396504
02112000.000000,4.325386,-0.396504
02116000.000000,4.213579,-0.396504
02120000.000000,4.325386,-0.396504
02124000.000000,4.325386,-0.396504
02128000.000000,4.213579,-0.396504
02132000.000000,4.325386,-0.283496
02136000.000000,4.325386,-0.396504
02140000.000000,4.325386,-0.509513
02144000.000000,4.325386,-0.283496
02148000.000000,4.325386,-0.396504
02152000.000000,4.325386,-0.396504
02156000.000000,4.325386,-0.396504
02160000.000000,4.213579,-0.396504
02164000.000000,4.213579,-0.396504
02168000.000000,4.325386,-0.396504
02172000.000000,4.213579,-0.509513
02176000.000000,4.213579,-0.396504
02180000.000000,4.437192,-0.396504
02184000.000000,4.325386,-0.509513
02188000.000000,4.325386,-0.396504
02192000.000000,4.325386,-0.396504
02196000.000000,4.213579,-0.396504
02200000.000000,4.325386,-0.396504
02204000.000000,4.213579,-0.396504
02208000.000000,4.325386,-0.396504
02212000.000000,4.213579,-0.396504
02216000.000000,4.213579,-0.396504
02220000.000000,4.213579,-0.396504
02224000.000000,4.325386,-0.396504
02228000.000000,4.213579,-0.396504
02232000.000000,4.213579,-0.509513
02236000.000000,4.325386,-0.396504
02240000.000000,4.213579,-0.396504
02244000.000000,4.437192,-0.396504
02248000.000000,4.213579,-0.396504
02252000.000000,4.213579,-0.509513
02256000.000000,4.437192,-0.509513
02260000.000000,4.213579,-0.396504
02264000.000000,4.213579,-0.396504
02268000.000000,4.437192,-0.396504
02272000.000000,4.325386,-0.396504
02276000.000000,4.325386,-0.509513
02280000.000000,4.213579,-0.283496
02284000.000000,4.213579,-0.396504
02288000.000000,4.213579,-0.509513
02292000.000000,4.325386,-0.509513
02296000.000000,4.437192,-0.396504
02300000.000000,4.213579,-0.396504
02304000.000000,4.213579,-0.283496
02308000.000000,4.437192,-0.283496
02312000.000000,4.213579,-0.396504
02316000.000000,4.213579,-0.396504
02320000.000000,4.325386,-0.396504
02324000.000000,4.213579,-0.396504
02328000.000000,4.325386,-0.396504
02332000.000000,4.213579,-0.509513
02336000.000000,4.325386,-0.396504
02340000.000000,4.213579,-0.396504
02344000.000000,4.213579,-0.396504
02348000.000000,4.213579,-0.509513
02352000.000000,4.213579,-0.283496
02356000.000000,4.325386,-0.396504
02360000.000000,4.325386,-0.396504
02364000.000000,4.213579,-0.396504
02368000.000000,4.213579,-0.396504
02372000.000000,4.325386,-0.396504
02376000.000000,4.213579,-0.396504
02380000.000000,4.325386,-0.396504
02384000.000000,4.213579,-0.396504
02388000.000000,4.213579,-0.396504
02392000.000000,4.325386,-0.283496
02396000.000000,4.325386,-0.396504
02400000.000000,4.213579,-0.396504
02404000.000000,4.325386,-0.396504
02408000.000000,4.213579,-0.396504
02412000.000000,4.213579,-0.396504
02416000.000000,4.213579,-0.396504
02420000.000000,4.325386,-0.396504
02424000.000000,4.325386,-0.396504
02428000.000000,4.213579,-0.396504
02432000.000000,4.213579,-0.396504
02436000.000000,4.325386,-0.396504
02440000.000000,4.213579,-0.283496
02444000.000000,4.213579,-0.396504
02448000.000000,4.213579,-0.396504
02452000.000000,4.325386,-0.396504
02456000.000000,4.325386,-0.396504
02460000.000000,4.213579,-0.396504
02464000.000000,4.325386,-0.396504
02468000.000000,4.213579,-0.396504
02472000.000000,4.325386,-0.396504
02476000.000000,4.325386,-0.396504
02480000.000000,4.213579,-0.396504
02484000.000000,4.325386,-0.396504
02488000.000000,4.325386,-0.396504
02492000.000000,4.213579,-0.396504
02496000.000000,4.325386,-0.396504
02500000.000000,4.325386,-0.396504
02504000.000000,4.325386,-0.396504
02508000.000000,4.213579,-0.396504
02512000.000000,4.213579,-0.396504
02516000.000000,4.213579,-0.509513
02520000.000000,4.325386,-0.396504
02524000.000000,4.325386,-0.283496
02528000.000000,4.325386,-0.396504
02532000.000000,4.437192,-0.396504
02536000.000000,4.325386,-0.396504
02540000.000000,4.325386,-0.396504
02544000.000000,4.213579,-0.396504
02548000.000000,4.325386,-0.396504
02552000.000000,4.213579,-0.396504
02556000.000000,4.213579,-0.396504
02560000.000000,4.325386,-0.396504
02564000.000000,4.213579,-0.396504
02568000.000000,4.325386,-0.396504
02572000.000000,4.325386,-0.396504
02576000.000000,4.213579,-0.396504
02580000.000000,4.325386,-0.396504
02584000.000000,4.213579,-0.396504
02588000.000000,4.213579,-0.396504
02592000.000000,4.325386,-0.509513
02596000.000000,4.213579,-0.396504
02600000.000000,4.325386,-0.396504
02604000.000000,4.213579,-0.396504
02608000.000000,4.325386,-0.396504
02612000.000000,4.325386,-0.396504
02616000.000000,4.213579,-0.396504
02620000.000000,4.325386,-0.396504
02624000.000000,4.325386,-0.396504
02628000.000000,4.213579,-0.396504
02632000.000000,4.325386,-0.396504
02636000.000000,4.213579,-0.396504
02640000.000000,4.213579,-0.396504
02644000.000000,4.325386,-0.396504
02648000.000000,4.213579,-0.396504
02652000.000000,4.213579,-0.509513
02656000.000000,4.213579,-0.283496
02660000.000000,4.213579,-0.396504
02664000.000000,4.213579,-0.396504
02668000.000000,4.213579,-0.509513
02672000.000000,4.213579,-0.396504
02676000.000000,4.213579,-0.396504
02680000.000000,4.437192,-0.396504
02684000.000000,4.325386,-0.283496
02688000.000000,4.325386,-0.396504
02692000.000000,4.213579,-0.396504
02696000.000000,4.325386,-0.396504
02700000.000000,4.325386,-0.396504
02704000.000000,4.213579,-0.396504
02708000.000000,4.213579,-0.396504
02712000.000000,4.213579,-0.396504
02716000.000000,4.325386,-0.396504
02720000.000000,4.213579,-0.396504
02724000.000000,4.213579,-0.396504
02728000.000000,4.437192,-0.283496
02732000.000000,4.213579,-0.396504
02736000.000000,4.437192,-0.396504
02740000.000000,4.213579,-0.396504
02744000.000000,4.325386,-0.396504
02748000.000000,4.213579,-0.396504
02752000.000000,4.213579,-0.396504
02756000.000000,4.213579,-0.396504
02760000.000000,4.325386,-0.396504
02764000.000000,4.325386,-0.396504
02768000.000000,4.213579,-0.396504
02772000.000000,4.437192,-0.396504
02776000.000000,4.325386,-0.509513
02780000.000000,4.213579,-0.283496
02784000.000000,4.325386,-0.396504
02788000.000000,4.325386,-0.396504
02792000.000000,4.213579,-0.396504
02796000.000000,4.325386,-0.396504
02800000.000000,4.325386,-0.396504
02804000.000000,4.213579,-0.396504
02808000.000000,4.213579,-0.396504
02812000.000000,4.213579,-0.396504
02816000.000000,4.437192,-0.396504
02820000.000000,4.213579,-0.396504
02824000.000000,4.213579,-0.396504
02828000.000000,4.213579,-0.396504
02832000.000000,4.213579,-0.396504
02836000.000000,4.213579,-0.396504
02840000.000000,4.213579,-0.396504
02844000.000000,4.213579,-0.396504
02848000.000000,4.325386,-0.396504
02852000.000000,4.325386,-0.396504
02856000.000000,4.325386,-0.396504
02860000.000000,4.325386,-0.396504
02864000.000000,4.325386,-0.396504
02868000.000000,4.213579,-0.396504
02872000.000000,4.325386,-0.396504
02876000.000000,4.325386,-0.509513
02880000.000000,4.213579,-0.396504
02884000.000000,4.437192,-0.396504
02888000.000000,4.213579,-0.509513
02892000.000000,4.213579,-0.396504
02896000.000000,4.437192,-0.396504
02900000.000000,4.325386,-0.509513
02904000.000000,4.213579,-0.283496
02908000.000000,4.213579,-0.283496
02912000.000000,4.213579,-0.396504
02916000.000000,4.325386,-0.396504
02920000.000000,4.213579,-0.509513
02924000.000000,4.325386,-0.396504
02928000.000000,4.325386,-0.396504
02932000.000000,4.213579,-0.509513
02936000.000000,4.213579,-0.396504
02940000.000000,4.213579,-0.396504
02944000.000000,4.437192,-0.396504
02948000.000000,4.325386,-0.396504
02952000.000000,4.437192,-0.509513
02956000.000000,4.325386,-0.396504
02960000.000000,4.213579,-0.396504
02964000.000000,4.213579,-0.396504
02968000.000000,4.213579,-0.396504
02972000.000000,4.325386,-0.396504
02976000.000000,4.213579,-0.396504
02980000.000000,4.213579,-0.509513
02984000.000000,4.325386,-0.396504
02988000.000000,4.325386,-0.396504
02992000.000000,4.213579,-0.396504
02996000.000000,4.213579,-0.283496
03000000.000000,4.213579,-0.396504
03004000.000000,4.437192,-0.509513
03008000.000000,4.213579,-0.509513
03012000.000000,4.213579,-0.396504
03016000.000000,4.325386,-0.396504
03020000.000000,4.325386,-0.396504
03024000.000000,4.213579,-0.283496
03028000.000000,4.325386,-0.396504
03032000.000000,4.437192,-0.396504
03036000.000000,4.213579,-0.396504
03040000.000000,4.213579,-0.283496
03044000.000000,4.325386,-0.396504
03048000.000000,4.325386,-0.396504
03052000.000000,4.213579,-0.396504
03056000.000000,4.325386,-0.396504
03060000.000000,4.325386,-0.283496
03064000.000000,4.213579,-0.396504
03068000.000000,4.325386,-0.396504
03072000.000000,4.213579,-0.396504
03076000.000000,4.213579,-0.396504
03080000.000000,4.437192,-0.396504
03084000.000000,4.437192,-0.509513
03088000.000000,4.213579,-0.396504
